canonical_smiles,pIC50,set
COc1ccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)cc1F,4.85,Test
COc1ccccc1[C@H]1CC(C)(C)CCN1C(=O)Cc1cncc2ccccc12,6.46,Test
C[C@H]1C[C@@H](C(C)(F)F)CCN1C(=O)Cc1cncc2ccccc12,5.9,Test
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)Cc2ccsc21,5.9,Test
N#CC[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.83,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1C1CCC1,4.76,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1c(F)cccc1F,6.02,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1nc2ccccc2o1,4.58,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccc(F)c(Cl)c1,5.58,Test
Cc1cc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)[nH]n1,4.41,Test
O=C(Cc1cncc2ccccc12)N1CCC[C@H](C2CCCC2)C1,4.85,Test
O=C(Cc1cncc2ccccc12)N1CCC[C@H](C2CCCC2)C1,5.58,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1cc[nH]n1,4.38,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccon1,4.7,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1cccc(F)c1,5.85,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccc(Cl)cc1,5.19,Test
Cc1ccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)cc1,4.82,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccc(F)cn1,5.09,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccncn1,5.08,Test
C[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)[C@H]1C,4.16,Test
O=C(Cc1cncc2ccccc12)N1CCc2scnc2C12CCC2,6.75,Test
C[C@H](O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.06,Test
C[C@H](O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.1,Test
Cn1nccc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.42,Test
Cn1nncc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.15,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccc(Cl)cc1F,4.96,Test
O=C(Cc1cncc2ccccc12)N1CCC[C@H]2CCCC[C@H]21,5.15,Test
O=C(Cc1cncc2ccccc12)N1CCC[C@H]2CCCC[C@H]21,4.67,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1cscn1,5.11,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1[C@H]1CCCO1,4.61,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1[C@H]1CCCO1,4.02,Test
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1[C@H]1CCCO1,4.2,Test
O=C(Cc1cncc2ccccc12)N1CCC[C@H]2CCCC[C@@H]21,5.18,Test
COc1ccccc1[C@H]1C[C@H](C)CCN1C(=O)Cc1cncc2ccccc12,5.59,Test
COc1ccccc1[C@H]1C[C@H](C)CCN1C(=O)Cc1cncc2ccccc12,5.77,Test
