canonical_smiles,pIC50,set
CNC(=O)c1cc(Br)cc([N+](=O)[O-])c1N[C@@H]1CCCC[C@@H]1NC(=O)c1cncc2ccccc12,8.22,Train
CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(CO)ccc2C1=O,4.34,Train
C[C@H](N(Cc1ccccc1)C(=O)Cc1cncc2ccccc12)C(F)(F)F,4.33,Train
CCn1ccc(CN(C(=O)Cc2cncc3ccccc23)c2ccc(C(C)C)cc2)n1,5.38,Train
C[C@H]1C[C@H](c2ccccc2)N(C(=O)Cc2cncc3ccccc23)C1,4.82,Train
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cccnc2)CCN1c1ccc(Cl)c(Cl)c1,6.91,Train
Cc1cccc(CN(Cc2ccccn2)C(=O)Cc2cncc3ccccc23)c1,4.48,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2ccc(O)cc2)C1,4.55,Train
O=C(Cc1cncc2ccccc12)N1Cc2ccccc2C[C@H]1c1ccccc1,5.49,Train
O=C(Cc1cncc2ccccc12)N(CCC(F)(F)F)Cc1ccccc1,4.78,Train
CC(C)CCN(Cc1ccccc1)C(=O)Cc1cncc2ccccc12,5.13,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccc(F)cc1)CC1CC1,4.99,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N1CCCCC1,4.99,Train
O=C(Cc1cncc2ccccc12)Nc1ccccc1,4.0,Train
N#Cc1cccc(NC(=O)Cc2cncc3ccccc23)c1,4.5,Train
O=C(Cc1cncc2ccccc12)N1CCCn2cccc2C1,4.51,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)C1CCC1,5.13,Train
O=C(Cc1cncc2ccccc12)N1CCCCCC[C@H]1c1ccccc1,5.27,Train
CN(C)C(=O)CN(Cc1ccccc1)C(=O)Cc1cncc2ccccc12,4.55,Train
O=C(Cc1cncc2ccccc12)N(CCC(F)(F)F)C1CCCCC1,4.18,Train
O=C(Cc1cncc2ccccc12)N(Cc1cc(F)ccc1F)C1CCCC1,5.95,Train
CN(C)CCN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,4.67,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)[C@H]1CCCC12CCC2,4.95,Train
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)nc1,6.5,Train
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cncc3ccccc23)CCN1c1ccc(Cl)c(Cl)c1,7.89,Train
CNC(=O)CN1C[C@@]2(C[C@H](CO)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,6.31,Train
CNCCN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.96,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1Cc1cccc(F)c1,5.95,Train
O=C(COS(=O)(=O)N1CCOCC1)N1CCN(Cc2cccc(Cl)c2)[C@H]2CCCC[C@H]21,5.88,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C/C2=C\F)c2cc(Cl)ccc2C1=O,6.75,Train
CC(=O)N1CCN(S(=O)(=O)OCC(=O)N2CCN(Cc3cccc(Cl)c3)[C@H](CC(C)C)C2)CC1,7.14,Train
C=C1CN(c2cncc3ccccc23)C(=O)[C@]12CN(Cc1ccc(OC)cc1OC)C(=O)c1ccc(F)cc12,7.0,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1Cc1cc(Cl)cc2ccccc12,6.79,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCCCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,7.23,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCCCCCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,6.81,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,6.47,Train
CN[C@@H](C)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.79,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,5.9,Train
O=C1CC[C@H](N2C(=O)c3ccc(N4CCN(c5ccc(NC(=O)CN6Cc7ccc(Cl)cc7[C@H](C(=O)Nc7cncc8ccccc78)C6)cc5)CC4)cc3C2=O)C(=O)N1,7.09,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,6.35,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCNc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,6.14,Train
O=C(COS(=O)(=O)N1CCOCC1)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21,6.62,Train
CN1C(=O)c2ccc(Cl)cc2[C@]12CCN(c1cncc3ccccc13)C2=O,4.73,Train
O=C1N[C@]2(CCOc3ccc(C(F)F)cc32)C(=O)N1c1cncc2ccccc12,5.44,Train
C=CC(=O)Nc1cccc(N(Cc2cccc(-c3ccoc3)c2)C(=O)Cc2cncc3ccccc23)c1,4.81,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)C12CC(C1)N(CC1COC1)C2,5.4,Train
C=CC(=O)N1CCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.08,Train
C=CC(=O)N(C)c1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,5.76,Train
C=CC(=O)Nc1cccc(N(Cc2ccc(Cl)cc2Cl)C(=O)Cc2cncc3ccccc23)c1,4.22,Train
C=CC(=O)Nc1cccc(N(Cc2cc(Cl)ccc2Cl)C(=O)Cc2cncc3ccccc23)c1,4.79,Train
C=CC(=O)Nc1ccc(F)c(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,5.28,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)C12CC(C1)N(C1CC1)C2,5.31,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)[C@]12CC[C@H](C1)N(CC1COC1)C2,4.7,Train
CNC(=O)C1(N2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)CC1,8.04,Train
CC(=O)c1cccc(CN2CCN(C(=O)COS(=O)(=O)N3CCOCC3)C[C@H]2CC(C)C)c1,6.13,Train
C=CC(=O)Nc1cccc(N(Cc2cccc3ccoc23)C(=O)Cc2cncc3ccccc23)c1,4.77,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC(C)(C)C)C(=O)c1ccc(Cl)cc12,6.19,Train
O=C(Cc1cncc2ccccc12)N1Cc2cccc(F)c2Oc2ccccc21,5.26,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CC#N)c2cc(F)ccc2C1=O,6.77,Train
CC(C)NC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,6.53,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCC1CC1)C(=O)c1ccc(Cl)cc12,7.23,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN1CC(=O)NN=C1c1ccc(Cl)cc12,6.35,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1Cc1ccccc1,4.51,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](COc2ccccc2)C1,4.1,Train
O=C(Cc1cncc2ccccc12)N1CCC(C2CCC2)CC1,5.67,Train
O=C(Cc1cncc2ccccc12)N1CCCC2(CCC2)C1,4.56,Train
O=C(Cc1cncc2ccccc12)N1CC(C2CCCCC2)C1,4.74,Train
O=C(Cc1cncc2ccccc12)N1CCCC2(CCC2)CC1,5.79,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COCCF)c2cc(F)ccc2C1=O,6.96,Train
O=C(Cc1cncc2ccccc12)N1CCCc2sccc2C1,5.84,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2ccccc2)CC1,4.49,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC(C)(C)C)C(=O)c1ccc(F)cc12,6.53,Train
COc1cccc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)c1,4.43,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](CC2CC2)C1,4.82,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1CC1CCC1,5.15,Train
CC(C)(C#N)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,6.2,Train
N#CCc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,6.03,Train
COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,5.92,Train
O=C(Cc1cncc2ccccc12)N1CCC2(CC1)CCC(F)(F)C2,5.43,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2cccc(F)c2)CC1,4.71,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2ccc(Cl)cc2)C1,4.25,Train
Cc1ccc(C[C@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)cc1,4.55,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](Cc2ccc(C(F)F)cc2)C1,4.18,Train
O=C(Cc1cncc2ccccc12)N1Cc2ccccc2[C@H](c2cccs2)C1,4.56,Train
O=C(Cc1cncc2ccccc12)N1CCCCc2ccccc2C1,5.24,Train
O=C(Cc1cncc2ccccc12)N1CCC([C@H](F)c2ccccc2F)CC1,4.5,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](C2CCCCC2)C1,5.26,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2ccccc2)C1,4.74,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2ncco2)C1,4.12,Train
O=C(Cc1cncc2ccccc12)N1CCC(C2CCCC2)CC1,5.35,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1ccccc1,4.99,Train
CN(C)c1cccc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)c1,4.34,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cc(F)cc(F)c1,5.73,Train
CC(C)NC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,6.65,Train
O=C(Cc1cncc2ccccc12)N1CCSC[C@H]1c1cccs1,5.27,Train
O=C(Cc1cncc2ccccc12)N1CCS[C@H](c2ccccc2)C1,4.81,Train
O=C(Cc1cncc2ccccc12)N1CCCSC[C@H]1C(F)(F)F,4.36,Train
C=CC(=O)Nc1cccc(N(Cc2cccc3ccsc23)C(=O)Cc2cncc3ccccc23)c1,4.55,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1CC1CC1,4.88,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1cncs1,4.49,Train
O=C(Cc1cncc2ccccc12)N1CCCC2(CCCC2)C1,4.98,Train
Cc1ccc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)cc1,4.32,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](CC2CCC2)C1,5.03,Train
O=C(Cc1cncc2ccccc12)N1CCO[C@H](c2ccsc2)C1,4.56,Train
O=C(Cc1cncc2ccccc12)N1CC(CCc2ccccc2)C1,4.54,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](n2cccn2)C1,4.2,Train
O=C(Cc1cncc2ccccc12)N1CCCN2c3ccccc3C[C@H]2C1,4.84,Train
Cn1nccc1[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C1,4.26,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccccc1,5.11,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](C2CCC2)C1,5.17,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1C1CCCC1,5.59,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](CC(F)(F)F)C1,4.99,Train
O=C(Cc1cncc2ccccc12)N1C[C@H](CF)C2(CCCC2)C1,5.43,Train
O=C(Cc1cncc2ccccc12)N1CCC(Cc2cc(F)ccc2F)CC1,4.27,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1Cc1ccccn1,4.11,Train
O=C(Cc1cncc2ccccc12)N1C[C@H](F)[C@H](c2ccccc2)C1,4.76,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](Cc2ccc(O)cc2)C1,4.06,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@](F)(c2ccccc2)C1,4.55,Train
O=C(Cc1cncc2ccccc12)N1CCC(F)(c2ccccc2)CC1,4.63,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2ncco2)C1,4.02,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](Cc2cccc(Cl)c2)C1,4.98,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](CCC(F)(F)F)C1,4.76,Train
O=C(Cc1cncc2ccccc12)N1CC(CC2CCC2)C1,4.94,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2cccc(Cl)c2)C1,5.04,Train
Cc1ccnc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)c1,4.06,Train
O=C(Cc1cncc2ccccc12)N1CCC2(CCCCC2)CC1,5.99,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2cnco2)CC1,4.4,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2cnco2)C1,4.06,Train
N#Cc1ccc2c(c1)Oc1c(F)cccc1CN2C(=O)Cc1cncc2ccccc12,4.81,Train
O=C(Cc1cncc2ccccc12)N1CCC(CC2CCC2)CC1,4.97,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2cccs2)CC1,4.86,Train
C[C@H](CO)C[C@H]1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1,6.32,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC1CCC1)C(=O)c1ccc(F)cc12,6.76,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC1COC1)C(=O)c1ccc(Cl)cc12,6.77,Train
O=C(Cc1cncc2ccccc12)N1CCSC[C@H]1C1CCC1,4.61,Train
O=C(Cc1cncc2ccccc12)N1C[C@H](F)C[C@H]1c1ccccc1,4.77,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCC1(F)CC1)C(=O)c1ccc(Cl)cc12,7.03,Train
CC[C@H](c1ccccc1)[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.92,Train
Cc1csc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)n1,4.32,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2cccnc2)C1,4.1,Train
Cc1csc([C@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)n1,4.19,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1ccccn1,4.24,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cnc2ccccc2c1,4.01,Train
O=C(Cc1cncc2ccccc12)N1C[C@@H](c2ccc(F)cc2)O[C@@H](c2ccccc2)C1,4.17,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2nccs2)C1,4.29,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2nccs2)C1,4.33,Train
O=C(Cc1cncc2ccccc12)N1CCOC[C@H]1c1cccs1,4.53,Train
N#Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,5.37,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cccc(F)c1,5.77,Train
O=C(Cc1cncc2ccccc12)N1CCCSC[C@H]1C1CC1,4.22,Train
O=C(Cc1cncc2ccccc12)N1CCSC[C@H]1c1ccccc1,4.94,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](C2CCC2)CC1,5.48,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H](c2ccccc2)C1,4.78,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](Oc2ccccc2)C1,4.26,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1CC1CCCCC1,5.05,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1Cc1cccs1,4.86,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](Sc2cccc(Cl)c2)C1,4.53,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2ccccc2)C1,4.69,Train
O=C(Cc1cncc2ccccc12)N1CC[C@](F)(c2cccc(C(F)(F)F)c2)C1,4.38,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1CN1CCC(F)(F)CC1,4.47,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1Cc1ccc(F)cc1F,4.65,Train
O=C(Cc1cncc2ccccc12)N1CC(F)(F)C[C@H]1c1ccccc1,4.55,Train
O=C(Cc1cncc2ccccc12)N1CC[C@](F)(c2cccc(Cl)c2)C1,4.78,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H]1Cc1ccccc1,4.74,Train
O=C(Cc1cncc2ccccc12)N1CCCCC[C@H]1Cc1cccs1,4.85,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](C2(c3ccccc3)CC2)C1,4.95,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1Cc1ccc(F)cc1,4.65,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1C1CCCCCC1,5.01,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1CCc1ccccc1,4.67,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2ccccc2F)C1,4.84,Train
O=C(Cc1cncc2ccccc12)N1CCOC[C@H]1c1nc2ccccc2s1,4.01,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cc2ccccc2s1,4.56,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](C2CCC(F)(F)CC2)C1,4.42,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1nc2ccccc2s1,4.45,Train
CCC[C@]1(Cc2ccccc2)CCCN1C(=O)Cc1cncc2ccccc12,5.1,Train
O=C(Cc1cncc2ccccc12)N1CC[C@](c2ccccc2)(C(F)(F)F)C1,4.75,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1C1CCCC1,5.34,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC1COC1)C(=O)c1ccc(F)cc12,6.44,Train
O=C(Cc1cncc2ccccc12)N1CCN(Cc2ccccc2)C[C@H]1C1CC1,4.51,Train
O=C(Cc1cncc2ccccc12)N1C[C@H](F)C[C@H]1c1cccc(F)c1,5.58,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](C[C@H]2CCOC2)C1,4.33,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](Cc2ccccn2)C1,4.15,Train
O=C([C@H]1Cc2ccccc2CN1C(=O)Cc1cncc2ccccc12)N1CCCC1,4.61,Train
C[C@H]1C[C@H](c2ccsc2)CN1C(=O)Cc1cncc2ccccc12,5.05,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H]1CC1CCCC1,4.92,Train
C[C@H](c1ccccc1)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.77,Train
O=C(Cc1cncc2ccccc12)N1CC(Cc2ccsc2)C1,4.65,Train
CN1C[C@H](Cc2ccccc2)N(C(=O)Cc2cncc3ccccc23)CC1=O,4.49,Train
CN(c1ccccc1)[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C1,4.51,Train
Cc1cc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)cs1,5.09,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2nccs2)CC1,4.44,Train
Cc1nc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)cs1,4.67,Train
O=C(Cc1cncc2ccccc12)N1CCN(c2cccnc2)CC1,4.04,Train
O=C(Cc1cncc2ccccc12)N1CCCc2ccccc2CC1,5.01,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2ncco2)CC1,4.11,Train
C[C@H]1CC[C@H](c2ccccc2)N(C(=O)Cc2cncc3ccccc23)C1,5.02,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](N2CCCCC2)C1,4.08,Train
O=C(Cc1cncc2ccccc12)N1CC[C@](F)(c2ccccc2)C1,4.73,Train
O=C(Cc1cncc2ccccc12)N1CCN(Cc2ccccc2)C[C@H]1c1ccccc1,5.15,Train
C[C@]1(c2ccc(F)cc2)CCN(C(=O)Cc2cncc3ccccc23)C1,4.84,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](n2ccnc2)C1,4.21,Train
Cc1ccccc1C[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.43,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2cscn2)CC1,4.1,Train
C=CC(=O)Nc1ccc(Cl)c(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,5.3,Train
CC1(C)CN(C(=O)Cc2cncc3ccccc23)[C@H]1c1cccs1,4.86,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccc(Br)cc1C,6.84,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(C(F)(F)F)cn1,6.53,Train
C=C(CNc1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1)C(=O)Nc1ccccc1,4.99,Train
O=C(Cc1cncc2ccccc12)N1Cc2ccccc2[C@H](CC2CCCCC2)C1,4.77,Train
O=C(Cc1cncc2ccccc12)N1Cc2ccccc2[C@H](c2ccccc2)C1,4.55,Train
Cc1cc(NC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)no1,5.2,Train
C=CC(=O)Nc1cccc(N(Cc2cccc(C(=N)N)c2)C(=O)Cc2cncc3ccccc23)c1,5.18,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COC)c2cc(Cl)ccc2C1=O,7.54,Train
COC[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(C)C(=O)c1ccc(Cl)cc12,5.48,Train
O=C(CCl)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21,7.26,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)O,5.46,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(=O)(=O)N(C)C)c2cc(F)ccc2C1=O,6.83,Train
Cc1ccccc1NC(=O)C[C@H]1SC(=O)N(c2ccccc2)C1=O,6.23,Train
COc1ccc(C(=O)Nc2cccc(/C=C3/C(=O)NC(=O)c4ccccc43)c2)cc1,5.04,Train
C=C(CN(C)c1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1)C(=O)Nc1ccccc1,4.46,Train
CCC(=O)Nc1cccc(N(Cc2ccccc2)C(=O)Cc2cncc3ccccc23)c1,4.55,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nncn1C)C(=O)c1ccc(F)cc12,6.37,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COC(C)C)c2cc(Cl)ccc2C1=O,6.94,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COC(C)C)c2cc(F)ccc2C1=O,6.73,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(-n2cccn2)cc1,5.55,Train
CNC(=O)C1(N2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1,7.54,Train
CNC(=O)C1(N2C[C@@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1,4.4,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ncccn1)C(=O)c1ccc(F)cc12,6.25,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nnn[nH]1)C(=O)c1ccc(F)cc12,5.67,Train
O=C1c2ccc(Cl)cc2[C@@]2(CN1CCNCC(F)(F)F)C(=O)N(c1cncc3ccccc13)C[C@@H]2CNc1ncccn1,6.91,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccn[nH]2)c2cc(Cl)ccc2C1=O,8.1,Train
Cc1nc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(F)ccc3C2=O)c[nH]1,7.56,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cn[nH]c2)c2cc(Cl)ccc2C1=O,7.21,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccc(OC)cc1Cl,7.64,Train
C=CC(=O)Nc1cccc(N(Cc2cccc(-c3cc[nH]c3)c2)C(=O)Cc2cncc3ccccc23)c1,4.05,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(-n2cccn2)cc1,5.93,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccnc(C)n2)c2cc(Cl)ccc2C1=O,7.5,Train
COC[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cn[nH]c1)C(=O)c1ccc(Cl)cc12,7.26,Train
C=C(C(=O)OC)[C@H]1C[C@]2(CN(CC(=O)OC(C)(C)C)C(=O)c3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,6.17,Train
O=C1c2ccc(Cl)cc2[C@@]2(CN1CCN1CC3(COC3)C1)C(=O)N(c1cncc3ccccc13)C[C@@H]2CNc1ncccn1,7.24,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN(C)C)C(=O)c1ccc(Cl)cc12,7.38,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CF)c2cc(Cl)ccc2C1=O,7.51,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1C[C@@H]3C[C@H]1CO3)C(=O)c1ccc(Cl)cc12,8.0,Train
