canonical_smiles,pIC50,set
Cc1ncc(-c2cccc(Cl)c2)c(=O)n1-c1cncc2ccccc12,4.91,Train
O=C(c1cncc2ccccc12)N1CCCC[C@H]1c1ccccn1,4.29,Train
O=C(N[C@H]1CCCN(C(=O)c2cncc3ccccc23)C1)c1ccc(Cl)cc1,4.22,Train
CCc1ccc2c(c1)[C@H](NC(=O)c1cncc3ccccc13)C(=O)N2C,4.28,Train
O=C(c1cncc2ccccc12)N1CCCC[C@H]1c1cccc(Cl)c1,4.37,Train
Cc1ccccc1[C@H]1[C@H](O)CCN1C(=O)c1cncc2ccccc12,3.7,Train
O=C(c1cncc2ccccc12)N1CCCC[C@H]1c1ccc(Cl)cc1,4.44,Train
CN(CCc1ccccc1)C(=O)c1cncc2ccccc12,4.25,Train
CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)Cc1ccccc1)C2)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,4.7,Train
CN(Cc1cnc2ccccn12)C(=O)c1cncc2ccccc12,4.94,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCN(C)CC2)CCN1Cc1cccc(Cl)c1,3.99,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCCC2)CCN1Cc1cccc(Cl)c1,4.17,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCCCC2)CCN1Cc1cccc(Cl)c1,4.86,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1Cc1cccc(Cl)c1,5.05,Train
CNC(=O)CN1C[C@]2(C[C@H](COC)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,4.28,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCNCC2)CCN1Cc1cccc(Cl)c1,4.25,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)O,4.68,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1c(Cl)cccc1Cl,4.73,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@]12Cn1nncc1-c1ccc(Cl)cc12,4.38,Train
N#Cc1ccc(N(Cc2ccccc2)C(=O)Cc2cncc3ccccc23)cc1,5.69,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12Cn1nncc1-c1ccc(Cl)cc12,5.16,Train
O=C(Cc1cncc2ccccc12)N1Cc2ccccc2OCC12CC2,4.68,Train
O=C(Cc1cncc2ccccc12)N1CCCc2ccccc21,4.74,Train
CN(C(=O)Cc1cncc2ccccc12)[C@H](c1ccc(Cl)cc1)C1CC1,4.4,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H]2CCCC[C@H]21,3.96,Train
Cc1ccc(F)c(CN(C)C(=O)Cc2cncc3ccccc23)c1F,4.73,Train
O=C(Cc1cncc2ccccc12)N1CCc2ccc(Cl)cc2CC1,3.9,Train
CN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,4.44,Train
CN(CCc1ccccc1Cl)C(=O)Cc1cncc2ccccc12,3.61,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccs1)c1ccccc1,5.26,Train
COc1ccc(N(Cc2ccccc2)C(=O)Cc2cncc3ccccc23)cc1,5.72,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]2CCC(F)(F)C[C@H]21,4.42,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccc(F)c1)C1CC1,4.76,Train
Cc1cc(CN(C)C(=O)Cc2cncc3ccccc23)n(C)n1,4.18,Train
C[C@H]1[C@H]2CCCC[C@H]2CN1C(=O)Cc1cncc2ccccc12,4.3,Train
O=C(Cc1cncc2ccccc12)NCc1cccc(Cl)c1,4.08,Train
C[C@H]1CC[C@H]2CCCN(C(=O)Cc3cncc4ccccc34)[C@H]2C1,4.27,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H]2CCCC[C@H]2CC1,4.75,Train
Cc1cccc(CN(C(=O)Cc2cncc3ccccc23)C2CC2)c1,4.33,Train
CCCN(CCc1cccs1)C(=O)Cc1cncc2ccccc12,4.75,Train
O=C(Cc1cncc2ccccc12)N1CCCCCc2ccccc2C1,5.36,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1ccc(Cl)cc1,4.94,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)c1ccccc1,5.36,Train
CC(C)N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,4.62,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccc(F)cc1)C1CCCCC1,5.05,Train
C[C@H](c1ccccc1)N(Cc1ccccc1)C(=O)Cc1cncc2ccccc12,5.2,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)Cc1ccc(F)cc1,5.02,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1O)c1ccc(F)cc1,4.89,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1c(F)ccc(Cl)c1F,3.87,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccc2[nH]ccc2c1)Cc1cccs1,5.24,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2ccccc2)c2cc(F)ccc2C1=O,5.68,Train
O=C(Nc1ccccc1)OCc1ccccc1,4.1,Train
N=C(N)NCCc1cccc(B(O)O)c1,6.61,Train
N=C(N)Nc1ccc(OC(=O)Nc2ccccc2)cc1,4.49,Train
O=C(Cc1cc(F)c(F)c(F)c1)Nc1cncc2ccccc12,3.58,Train
N=C(N)NCCc1ccc(OC(=O)Nc2ccccc2)cc1,4.27,Train
O=C(Cc1cncc2ccccc12)N1CC(F)(F)C[C@H]2CCCC[C@H]21,4.85,Train
O=C(Cc1cncc2ccccc12)N1CCc2ccccc2-c2ccccc21,3.97,Train
N#CC1(N(C(=O)Cc2cncc3ccccc23)c2ccccc2)CCCCC1,4.79,Train
CC(C)(C#N)NC(=O)[C@H](Cc1cccc(Cl)c1)c1cncc2ccccc12,3.51,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2c(F)cccc2C1=O,4.27,Train
COc1ccc2cncc(CC(=O)N(Cc3cccc(Cl)c3)c3ccc(N(C)C)cn3)c2c1,5.69,Train
COc1cc2cncc(CC(=O)N(Cc3cccc(Cl)c3)c3ccc(N(C)C)cn3)c2cc1OC,4.58,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccccc1,4.77,Train
N=C(N)NCc1ccc(OC(=O)Nc2ccccc2)cc1,4.2,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NC,5.01,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)c1ccccn1,5.55,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N1CCOCC1,5.59,Train
C[C@H](c1ccccc1)N(C(=O)Cc1cncc2ccccc12)C1CCN(C)CC1,4.28,Train
CNC(=O)c1cc(Br)cc([N+](=O)[O-])c1N[C@@H]1CCCC[C@@H]1NC(=O)c1cncc2ccccc12,6.2,Train
C[C@H](N(Cc1ccccc1)C(=O)Cc1cncc2ccccc12)C(F)(F)F,4.48,Train
CCn1ccc(CN(C(=O)Cc2cncc3ccccc23)c2ccc(C(C)C)cc2)n1,4.43,Train
O=C(Cc1cncc2ccccc12)N1C[C@H](C2CCCCC2)C[C@H]1C(F)(F)F,4.26,Train
C[C@H]1C[C@H](c2ccccc2)N(C(=O)Cc2cncc3ccccc23)C1,5.38,Train
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cccnc2)CCN1c1ccc(Cl)c(Cl)c1,4.24,Train
Cc1cccc(CN(Cc2ccccn2)C(=O)Cc2cncc3ccccc23)c1,4.62,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2ccc(O)cc2)C1,4.25,Train
O=C(Cc1cncc2ccccc12)N1Cc2ccccc2C[C@H]1c1ccccc1,4.79,Train
O=C(Cc1cncc2ccccc12)N(CCC(F)(F)F)Cc1ccccc1,5.02,Train
CC(C)CCN(Cc1ccccc1)C(=O)Cc1cncc2ccccc12,5.24,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccc(F)cc1)CC1CC1,4.65,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2ccncc2)CC1,4.25,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N1CCCCC1,4.34,Train
O=C(Cc1cncc2ccccc12)Nc1ccccc1,4.29,Train
N#Cc1cccc(NC(=O)Cc2cncc3ccccc23)c1,4.25,Train
O=C(Cc1cncc2ccccc12)N1CCCn2cccc2C1,4.67,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)C1CCC1,4.81,Train
C[C@H](C(=O)N1CCC[C@H]2CCC(F)(F)C[C@@H]21)c1cncc2ccccc12,4.0,Train
O=C(Cc1cncc2ccccc12)N1CCCCCC[C@H]1c1ccccc1,5.59,Train
CN(C)C(=O)CN(Cc1ccccc1)C(=O)Cc1cncc2ccccc12,4.92,Train
O=C(Cc1cncc2ccccc12)N(CCC(F)(F)F)C1CCCCC1,4.33,Train
O=C(Cc1cncc2ccccc12)N(Cc1cc(F)ccc1F)C1CCCC1,5.14,Train
CN(C)CCN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,4.21,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)[C@H]1CCCC12CCC2,4.72,Train
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)nc1,5.36,Train
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cncc3ccccc23)CCN1c1ccc(Cl)c(Cl)c1,5.44,Train
CNC(=O)CN1C[C@@]2(C[C@H](CO)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,4.73,Train
CNCCN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,5.48,Train
C[C@@H](C(=O)N(C)Cc1cccc(Cl)c1F)c1cncc2ccccc12,3.88,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1Cc1cccc(F)c1,4.44,Train
O=C(COS(=O)(=O)N1CCOCC1)N1CCN(Cc2cccc(Cl)c2)[C@H]2CCCC[C@H]21,4.79,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C/C2=C\F)c2cc(Cl)ccc2C1=O,5.06,Train
CC(=O)N1CCN(S(=O)(=O)OCC(=O)N2CCN(Cc3cccc(Cl)c3)[C@H](CC(C)C)C2)CC1,4.77,Train
C=C1CN(c2cncc3ccccc23)C(=O)[C@]12CN(Cc1ccc(OC)cc1OC)C(=O)c1ccc(F)cc12,5.28,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1Cc1cc(Cl)cc2ccccc12,5.09,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCCCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,5.89,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCCCCCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,5.03,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,5.42,Train
CN[C@@H](C)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,5.42,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,4.94,Train
O=C1CC[C@H](N2C(=O)c3ccc(N4CCN(c5ccc(NC(=O)CN6Cc7ccc(Cl)cc7[C@H](C(=O)Nc7cncc8ccccc78)C6)cc5)CC4)cc3C2=O)C(=O)N1,4.89,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,5.41,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCNc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,5.05,Train
O=C(COS(=O)(=O)N1CCOCC1)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21,4.67,Train
CN1C(=O)c2ccc(Cl)cc2[C@]12CCN(c1cncc3ccccc13)C2=O,3.43,Train
O=C1N[C@]2(CCOc3ccc(C(F)F)cc32)C(=O)N1c1cncc2ccccc12,4.76,Train
C=CC(=O)Nc1cccc(N(Cc2cccc(-c3ccoc3)c2)C(=O)Cc2cncc3ccccc23)c1,5.58,Train
C=CC(=O)Nc1cccc(N(Cc2cccc(-c3ccccc3)c2)C(=O)Cc2cncc3ccccc23)c1,4.96,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)C12CC(C1)N(CC1COC1)C2,4.17,Train
C=CC(=O)N1CCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.42,Train
C=CC(=O)N(C)c1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,6.23,Train
C=CC(=O)Nc1cccc(N(Cc2ccc(Cl)cc2Cl)C(=O)Cc2cncc3ccccc23)c1,4.99,Train
C=CC(=O)Nc1cccc(N(Cc2cc(Cl)ccc2Cl)C(=O)Cc2cncc3ccccc23)c1,5.05,Train
C=CC(=O)Nc1ccc(F)c(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,5.68,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)C12CC(C1)N(C1CC1)C2,4.27,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)[C@]12CC[C@H](C1)N(CC1COC1)C2,4.03,Train
CNC(=O)C1(N2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)CC1,6.44,Train
CC(=O)c1cccc(CN2CCN(C(=O)COS(=O)(=O)N3CCOCC3)C[C@H]2CC(C)C)c1,4.45,Train
C=CC(=O)Nc1cccc(N(Cc2cccc3ccoc23)C(=O)Cc2cncc3ccccc23)c1,5.28,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC(C)(C)C)C(=O)c1ccc(Cl)cc12,5.12,Train
O=C(Cc1cncc2ccccc12)N1Cc2cccc(F)c2Oc2ccccc21,4.61,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CC#N)c2cc(F)ccc2C1=O,5.58,Train
CC(C)NC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,5.44,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCC1CC1)C(=O)c1ccc(Cl)cc12,6.16,Train
Cc1c(NC(=O)[C@H](CB2OC(C)(C)C(C)(C)O2)NC(=O)OC(C)(C)C)ccc(Br)c1Cl,6.94,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN1CC(=O)NN=C1c1ccc(Cl)cc12,5.64,Train
N#Cc1ccc2c(c1)Oc1c(Cl)cccc1CN2C(=O)Cc1cncc2ccccc12,5.12,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1Cc1ccccc1,4.61,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](COc2ccccc2)C1,4.28,Train
O=C(Cc1cncc2ccccc12)N1CCC(C2CCC2)CC1,4.0,Train
O=C(Cc1cncc2ccccc12)N1CCCC2(CCC2)C1,3.56,Train
O=C(Cc1cncc2ccccc12)N1CC(C2CCCCC2)C1,4.59,Train
O=C(Cc1cncc2ccccc12)N1CCCC2(CCC2)CC1,5.13,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COCCF)c2cc(F)ccc2C1=O,5.59,Train
O=C(Cc1cncc2ccccc12)N1CCCc2sccc2C1,4.58,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2ccccc2)CC1,4.31,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC(C)(C)C)C(=O)c1ccc(F)cc12,5.11,Train
COc1cccc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)c1,4.31,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](CC2CC2)C1,4.03,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1CC1CCC1,4.56,Train
CC(C)(C#N)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,5.21,Train
N#CCc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,5.99,Train
COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,5.65,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](n2cncn2)C1,4.27,Train
Cc1ccn(C2CCN(C(=O)Cc3cncc4ccccc34)CC2)n1,4.28,Train
O=C(Cc1cncc2ccccc12)N1CCC2(CC1)CCC(F)(F)C2,3.88,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2cccc(F)c2)CC1,4.31,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2ccc(Cl)cc2)C1,4.3,Train
Cc1ccc(C[C@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)cc1,3.7,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](Cc2ccc(C(F)F)cc2)C1,4.33,Train
O=C(Cc1cncc2ccccc12)N1Cc2ccccc2[C@H](c2cccs2)C1,3.7,Train
O=C(Cc1cncc2ccccc12)N1CCCCc2ccccc2C1,4.45,Train
O=C(Cc1cncc2ccccc12)N1CCC([C@H](F)c2ccccc2F)CC1,4.28,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](C2CCCCC2)C1,3.7,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2ccccc2)C1,4.92,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2ncco2)C1,4.3,Train
O=C(Cc1cncc2ccccc12)N1CCC(C2CCCC2)CC1,4.89,Train
O=C1CCCN1C[C@@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.32,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1ccccc1,4.24,Train
CN(C)c1cccc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)c1,4.21,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cc(F)cc(F)c1,3.6,Train
CC(C)NC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,5.28,Train
O=C(Cc1cncc2ccccc12)N1CCSC[C@H]1c1cccs1,4.63,Train
O=C([C@H]1CCCN1C(=O)Cc1cncc2ccccc12)N1CCSCC1,4.35,Train
O=C(Cc1cncc2ccccc12)N1CCS[C@H](c2ccccc2)C1,4.88,Train
O=C(Cc1cncc2ccccc12)N1CCCSC[C@H]1C(F)(F)F,4.04,Train
C=CC(=O)Nc1cccc(N(Cc2cccc3ccsc23)C(=O)Cc2cncc3ccccc23)c1,5.29,Train
C[C@H](CO)C[C@H]1CN(C(=O)CO)CCN1Cc1cccc(Cl)c1,8.62,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1CC1CC1,4.6,Train
C[C@]1(c2cccnc2)CCCN(C(=O)Cc2cncc3ccccc23)C1,4.26,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1cncs1,4.24,Train
O=C(Cc1cncc2ccccc12)N1CCCC2(CCCC2)C1,4.0,Train
Cc1ccc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)cc1,4.66,Train
Cn1ccc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)n1,4.26,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](C[C@H]2CCCO2)C1,4.25,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](CC2CCC2)C1,4.05,Train
O=C(Cc1cncc2ccccc12)N1CCO[C@H](c2ccsc2)C1,4.32,Train
O=C(Cc1cncc2ccccc12)N1CC(CCc2ccccc2)C1,4.29,Train
Cn1cc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)cn1,4.24,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](n2cccn2)C1,4.35,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](Cc2ncccn2)C1,9.0,Train
O=C(Cc1cncc2ccccc12)N1CCCN2c3ccccc3C[C@H]2C1,4.44,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](n2cccn2)C1,4.3,Train
Cn1nccc1[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C1,4.44,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccccc1,5.18,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](C2CCC2)C1,4.05,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1C1CCCC1,4.53,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](CC(F)(F)F)C1,4.07,Train
O=C(Cc1cncc2ccccc12)N1C[C@H](CF)C2(CCCC2)C1,4.39,Train
O=C(Cc1cncc2ccccc12)N1CCC(Cc2cc(F)ccc2F)CC1,4.29,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1Cc1ccccn1,4.03,Train
O=C(Cc1cncc2ccccc12)N1C[C@H](F)[C@H](c2ccccc2)C1,4.05,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@@H]1CCc1ccccn1,4.29,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](Cc2ccc(O)cc2)C1,4.31,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@](F)(c2ccccc2)C1,4.85,Train
O=C(Cc1cncc2ccccc12)N1CCC(F)(c2ccccc2)CC1,3.84,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2ncco2)C1,4.25,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](Cc2cccc(Cl)c2)C1,4.04,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](CCC(F)(F)F)C1,4.64,Train
Cc1nccc([C@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)n1,4.27,Train
O=C(Cc1cncc2ccccc12)N1CC(CC2CCC2)C1,4.74,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2cccc(Cl)c2)C1,3.97,Train
Cc1ccnc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)c1,4.28,Train
O=C(Cc1cncc2ccccc12)N1CCC2(CCCCC2)CC1,4.59,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2cnco2)CC1,4.29,Train
Cc1cc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)[nH]n1,9.0,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2cnco2)C1,4.29,Train
N#Cc1ccc2c(c1)Oc1c(F)cccc1CN2C(=O)Cc1cncc2ccccc12,4.99,Train
O=C(Cc1cncc2ccccc12)N1CCC(CC2CCC2)CC1,4.39,Train
O=C(Cc1cncc2ccccc12)N1CCC(c2cccs2)CC1,4.49,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](OCc2ccccc2)C1,4.27,Train
C[C@H](CO)C[C@H]1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1,4.23,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC1CCC1)C(=O)c1ccc(F)cc12,5.6,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC1COC1)C(=O)c1ccc(Cl)cc12,5.7,Train
Cc1cc(O[C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)ccn1,4.25,Train
CN1CCC[C@]12CCCN(C(=O)Cc1cncc3ccccc13)C2,6.69,Train
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C[C@H]1n1ccnc1,4.32,Train
O=C(Cc1cncc2ccccc12)N1CCSC[C@H]1C1CCC1,3.97,Train
O=C(Cc1cncc2ccccc12)N1C[C@H](F)C[C@H]1c1ccccc1,4.09,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](n2ccnc2)C1,4.25,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCC1(F)CC1)C(=O)c1ccc(Cl)cc12,5.76,Train
Cc1ccc(O[C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)cn1,4.27,Train
O=C([C@H]1CCCN1C(=O)Cc1cncc2ccccc12)N1CCCCCC1,4.34,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](Cn2ccnn2)C1,4.25,Train
O=C(Cc1cncc2ccccc12)N1CC(Cc2ccncc2)C1,9.0,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](Cc2ccncc2)C1,4.26,Train
CC[C@H](c1ccccc1)[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.52,Train
Cc1csc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)n1,4.97,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](n2cncn2)C1,4.28,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2cccnc2)C1,4.27,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1Cc1cccnc1,4.55,Train
Cc1csc([C@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)n1,4.25,Train
Cc1csc(N2CCCN(C(=O)Cc3cncc4ccccc34)CC2)n1,4.28,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](C(=O)N2CCCCC2)C1,4.28,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1Cn1cncn1,4.36,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1ccccn1,4.82,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cnc2ccccc2c1,4.06,Train
O=C(Cc1cncc2ccccc12)N1C[C@@H](c2ccc(F)cc2)O[C@@H](c2ccccc2)C1,3.79,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H](c2nccs2)C1,4.3,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2nccs2)C1,4.33,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1Cn1cccn1,4.37,Train
O=C(Cc1cncc2ccccc12)N1CCOC[C@H]1c1cccs1,4.87,Train
N#Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,5.79,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cccc(F)c1,4.22,Train
O=C(Cc1cncc2ccccc12)N1CCCSC[C@H]1C1CC1,4.01,Train
O=C(Cc1cncc2ccccc12)N1CCSC[C@H]1c1ccccc1,4.63,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H](C2CCC2)CC1,4.07,Train
O=C(Cc1cncc2ccccc12)N1CCCC[C@H](c2ccccc2)C1,4.23,Train
